name,latitude,longitude,zipcode,city,state,price,rating,review_count,category_x,Accept_Credit_Card,Alcohol,Outdoor_Seating,Parking,Take_out,Takes_Reservations,WIFI,Ambience,Attire,Noise_Level,atm,bank,bar,beauty_salon,bus_station,cafe,gym,school,White_population,Black_population,American_Indian_population,Asian_population,Hispanic_or_Latino_population,High_school_or_higher,Graduate_or_professional_degree,Unemployed,average_price,review_count_binned
Fat Hen Broadway East,42.38776512,-71.08415312,2145,Somerville,MA,$$$,4,61,italian&wine_bars,1,Full Bar,0,Street,0,1,0,Casual,Dressy,2,9,2,2,8,23,4,5,9,0.523712044,0.094848175,0.001213086,0.083058493,0.185640092,0.847,0.152,0.054,45,Small No Reviews
Vinny's Ristorante,42.3868057,-71.081687,2145,Somerville,MA,$$,4,308,italian&sandwiches&wine_bars,1,Full Bar,1,Street& Private Lot,1,1,0,Casual,Casual,2,3,1,4,6,17,2,4,10,0.523712044,0.094848175,0.001213086,0.083058493,0.185640092,0.847,0.152,0.054,20,Meadium to Large Reviews
Gaslight,42.34096779,-71.06739019,2118,Boston,MA,$$,4,1839,french&newamerican&cocktailbars,1,Full Bar,1,Street& Private Lot,1,1,0,Casual,Casual,2,12,5,19,14,23,7,7,15,0.432965075,0.181004989,0.001781896,0.128724163,0.176478974,0.849,0.32,0.047,20,Very Popular Resturant
Myers & Chang,42.34381873,-71.06625027,2118,Boston,MA,$$,4,1473,asianfusion&taiwanese&cocktailbars,1,Full Bar,1,Street,1,1,0,Trendy,Casual,2,18,9,23,15,24,10,8,15,0.432965075,0.181004989,0.001781896,0.128724163,0.176478974,0.849,0.32,0.047,20,Very Popular Resturant
Genki Ya - Boston,42.35123819,-71.06469771,2116,Boston,MA,$$,3.5,426,sushi&japanese&bars,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,27,11,42,37,22,35,7,43,0.628208974,0.052929328,0.001028586,0.132601894,0.048643552,0.949,0.441,0.041,20,Meadium to Large Reviews
Montien Thai Restaurant,42.35120383,-71.06438564,2116,Boston,MA,$$,3.5,417,thai&seafood&cocktailbars,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,25,9,44,40,21,35,7,44,0.628208974,0.052929328,0.001028586,0.132601894,0.048643552,0.949,0.441,0.041,20,Meadium to Large Reviews
Explorateur,42.35250415,-71.0645898,2116,Boston,MA,$$,3,210,french&bars&newamerican,1,Full Bar,0,Garage& Street,1,1,0,Casual& Trendy& Classy,Casual,2,34,14,45,43,18,43,10,38,0.628208974,0.052929328,0.001028586,0.132601894,0.048643552,0.949,0.441,0.041,20,Medium No Reviews
Cinquecento,42.34191,-71.06592,2118,Boston,MA,$$$,4,475,italian&seafood&bars,1,Full Bar,1,Street& Private Lot,0,1,0,Trendy,Casual,2,13,5,14,14,20,6,7,9,0.432965075,0.181004989,0.001781896,0.128724163,0.176478974,0.849,0.32,0.047,45,Meadium to Large Reviews
Artisan Bistro,42.35304558,-71.0635335,2111,Boston,MA,$$$,3,93,newamerican,1,Full Bar,0,Valet& Garage,1,1,0,Classy,Dressy,2,38,18,47,49,20,54,9,39,0.404066736,0.033759124,0.000391032,0.464937435,0.039494265,0.802,0.254,0.04,45,Small No Reviews
Blu Restaurant & Bar,42.353012,-71.063359,2111,Boston,MA,$$$,3.5,226,newamerican&seafood,1,Full Bar,1,Garage& Validated,1,1,0,Trendy,Dressy,2,39,19,48,49,20,57,11,42,0.404066736,0.033759124,0.000391032,0.464937435,0.039494265,0.802,0.254,0.04,45,Medium No Reviews
Grotto,42.35986076,-71.06328974,2114,Boston,MA,$$$,4,751,italian,1,Beer & Wine Only,0,Street,1,1,0,Intimate& Romantic,Casual,2,55,27,31,22,12,40,16,40,0.681656177,0.060969136,0.000909987,0.08826875,0.059376659,0.984,0.47,0.035,45,large Number of Reviews
No. 9 Park,42.35762024,-71.06278992,2108,Boston,MA,$$$$,4,605,french&italian,1,Full Bar,0,Valet,0,1,0,Classy& Upscale,Dressy,2,59,37,38,25,17,51,17,49,0.825176528,0.023374726,0.001217434,0.033844655,0.033114195,1.016,0.44,0.042,60,large Number of Reviews
Scollay Square,42.3581238,-71.0625665,2108,Boston,MA,$$,3.5,526,seafood&tradamerican&cocktailbars,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,60,38,38,25,17,53,17,45,0.825176528,0.023374726,0.001217434,0.033844655,0.033114195,1.016,0.44,0.042,20,Meadium to Large Reviews
Black Seed Cafe & Grill,42.35595906,-71.06231859,2111,Boston,MA,$,3.5,221,mideastern&halal&falafel,1,No,0,Street,1,0,0,Casual,Casual,2,60,45,43,42,19,59,18,54,0.404066736,0.033759124,0.000391032,0.464937435,0.039494265,0.802,0.254,0.04,10,Medium No Reviews
Pita,42.33975,-71.06499,2118,Boston,MA,$,4,205,mediterranean&mideastern&moroccan,1,No,0,Street,1,0,0,Casual,Casual,2,10,4,10,8,14,3,6,9,0.432965075,0.181004989,0.001781896,0.128724163,0.176478974,0.849,0.32,0.047,10,Medium No Reviews
49 Social,42.35487,-71.06184,2111,Boston,MA,$$$,3.5,208,newamerican,1,Full Bar,0,Street& Validated,1,1,0,Trendy& Intimate,Casual,2,60,52,48,58,21,60,22,53,0.404066736,0.033759124,0.000391032,0.464937435,0.039494265,0.802,0.254,0.04,45,Medium No Reviews
Mooo Restaurant,42.35830149,-71.06198115,2108,Boston,MA,$$$$,4,777,steak&wine_bars&breakfast_brunch,1,Full Bar,0,Valet& Street,1,1,0,Upscale,Dressy,2,60,49,39,26,22,55,20,48,0.825176528,0.023374726,0.001217434,0.033844655,0.033114195,1.016,0.44,0.042,60,large Number of Reviews
Carrie Nation Restaurant & Cocktail Club,42.35846,-71.061772,2108,Boston,MA,$$,3.5,292,tradamerican&cocktailbars&salad,1,Full Bar,0,Valet,1,1,0,Trendy& Classy,Dressy,2,60,50,41,27,22,55,20,48,0.825176528,0.023374726,0.001217434,0.033844655,0.033114195,1.016,0.44,0.042,20,Medium No Reviews
Silvertone,42.3571471,-71.0608731,2108,Boston,MA,$$,4,819,tradamerican&cocktailbars&sandwiches,1,Full Bar,0,Street,1,0,0,Casual,Casual,3,60,60,44,39,26,60,23,53,0.825176528,0.023374726,0.001217434,0.033844655,0.033114195,1.016,0.44,0.042,20,large Number of Reviews
Bubor Cha Cha,42.351277,-71.0608755,2111,Boston,MA,$$,3,307,dimsum&seafood&cantonese,1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,2,46,25,42,47,23,60,16,39,0.404066736,0.033759124,0.000391032,0.464937435,0.039494265,0.802,0.254,0.04,20,Meadium to Large Reviews
Beantown Pub,42.35745148,-71.06091175,2108,Boston,MA,$$,3,568,pubs&tradamerican&breakfast_brunch,1,Full Bar,0,Street,1,0,0,Casual,Casual,2,60,60,44,36,27,60,23,53,0.825176528,0.023374726,0.001217434,0.033844655,0.033114195,1.016,0.44,0.042,20,Meadium to Large Reviews
China Pearl Restaurant,42.35113,-71.06077,2111,Boston,MA,$$,3,501,dimsum&seafood&cantonese,1,Full Bar,0,Street,1,1,0,Casual,Casual,3,42,22,43,47,22,60,15,38,0.404066736,0.033759124,0.000391032,0.464937435,0.039494265,0.802,0.254,0.04,20,Meadium to Large Reviews
99 Restaurants,42.39401,-71.08388,2145,Somerville,MA,$$,3,76,tradamerican&pubs,1,Full Bar,0,Private Lot,1,0,0,Casual,Casual,2,12,2,8,6,11,7,7,3,0.523712044,0.094848175,0.001213086,0.083058493,0.185640092,0.847,0.152,0.054,20,Small No Reviews
Shabu-Zen,42.35081749,-71.06061666,2111,Boston,MA,$$,4,829,hotpot&diyfood&fondue,1,Beer & Wine Only,0,Street,0,1,0,Casual,Casual,2,39,19,40,45,21,54,14,37,0.404066736,0.033759124,0.000391032,0.464937435,0.039494265,0.802,0.254,0.04,20,large Number of Reviews
Jade Garden,42.3507521,-71.06061356,2111,Boston,MA,$$,3.5,189,chinese&seafood&chicken_wings,1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,2,37,17,39,45,21,53,14,37,0.404066736,0.033759124,0.000391032,0.464937435,0.039494265,0.802,0.254,0.04,20,Medium No Reviews
Marliave,42.35701407,-71.06030625,2108,Boston,MA,$$$,4,1165,french&italian&cocktailbars,1,Full Bar,1,Street,0,1,0,Classy,Casual,2,60,60,49,44,26,60,22,52,0.825176528,0.023374726,0.001217434,0.033844655,0.033114195,1.016,0.44,0.042,45,Very Popular Resturant
New Jumbo Seafood Restaurant,42.35095,-71.06019,2111,Boston,MA,$$,3.5,315,seafood&chinese,1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,2,41,22,40,46,23,58,15,35,0.404066736,0.033759124,0.000391032,0.464937435,0.039494265,0.802,0.254,0.04,20,Meadium to Large Reviews
Il Casale,42.39742889,-71.17565621,2478,Belmont,MA,$$$,3.5,271,italian,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,9,5,3,5,6,4,3,4,0.775025083,0.016902061,0.000694605,0.104692444,0.028903296,0.992,0.469,0.032,45,Medium No Reviews
Ruth's Chris Steak House,42.358141,-71.059337,2108,Boston,MA,$$$$,4,736,steak,1,Full Bar,0,Street,0,1,0,Classy& Upscale,Dressy,2,60,60,60,38,26,60,23,52,0.825176528,0.023374726,0.001217434,0.033844655,0.033114195,1.016,0.44,0.042,60,large Number of Reviews
Tangierino,42.3737909,-71.06264345,2129,Charlestown,MA,$$$,3.5,554,moroccan&french&lounges,1,Full Bar,0,Valet& Street,1,1,0,Romantic,Casual,2,8,4,9,7,13,6,3,12,0.670650301,0.041128338,0.000968992,0.071813092,0.085648148,0.926,0.293,0.031,45,Meadium to Large Reviews
Figs by Todd English,42.3736834,-71.062382,2129,Charlestown,MA,$$,3.5,353,pizza&italian&tradamerican,1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,2,8,4,9,4,13,6,3,10,0.670650301,0.041128338,0.000968992,0.071813092,0.085648148,0.926,0.293,0.031,20,Meadium to Large Reviews
Outback Steakhouse,42.39539677,-71.08076892,2145,Somerville,MA,$$,2.5,190,steak,1,Full Bar,1,Garage& Street,1,1,0,Casual,Casual,2,3,1,9,3,5,6,6,1,0.523712044,0.094848175,0.001213086,0.083058493,0.185640092,0.847,0.152,0.054,20,Medium No Reviews
The Bell In Hand,42.36157608,-71.05706787,2108,Boston,MA,$$,3.5,751,lounges&pubs&musicvenues,1,Full Bar,0,Garage& Street& Validated,1,0,0,Casual,Casual,2,60,39,60,33,22,52,17,39,0.825176528,0.023374726,0.001217434,0.033844655,0.033114195,1.016,0.44,0.042,20,large Number of Reviews
Southern Kin Cookhouse,33.655179,-117.998058,2145,Somerville,MA,$$,4,738,southern&cocktailbars,1,Full Bar,1,Garage& Street,1,1,0,Casual& Trendy,Casual,2,5,6,29,11,13,8,4,3,0.523712044,0.094848175,0.001213086,0.083058493,0.185640092,0.847,0.152,0.054,20,large Number of Reviews
Union Oyster House,42.36126,-71.05688,2108,Boston,MA,$$,3.5,2321,seafood&bars,1,Full Bar,0,Garage& Street,0,1,0,Touristy,Casual,2,60,41,60,32,23,55,17,39,0.825176528,0.023374726,0.001217434,0.033844655,0.033114195,1.016,0.44,0.042,20,Very Popular Resturant
Boloco,42.3543117,-71.0563778,2110,Boston,MA,$,4,114,newamerican,1,No,1,Street,1,0,0,Casual,Casual,2,60,60,59,52,29,60,26,36,0.696843083,0.018570102,0.000928505,0.043175487,0.032497679,1.016,0.487,0.019,10,Small No Reviews
Papagayo,42.39597882,-71.08092003,2145,Somerville,MA,$$,2.5,332,mexican&bars,1,Full Bar,0,Garage& Street,1,1,0,Casual,Casual,3,1,1,9,2,5,6,4,1,0.523712044,0.094848175,0.001213086,0.083058493,0.185640092,0.847,0.152,0.054,20,Meadium to Large Reviews
Top Mix Bar & Kitchen,42.32374,-71.06808,2119,Boston,MA,$$,4.5,37,cocktailbars&newamerican,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,9,3,5,7,16,4,2,2,0.063563214,0.502369842,0.0042253,0.012528934,0.274166881,0.763,0.071,0.093,20,Small No Reviews
Earls Kitchen + Bar,42.395802,-71.080043,2145,Somerville,MA,$$,3,860,newamerican&cocktailbars,1,Full Bar,1,Garage& Street,1,1,0,Casual& Trendy,Casual,2,2,1,9,2,5,6,6,1,0.523712044,0.094848175,0.001213086,0.083058493,0.185640092,0.847,0.152,0.054,20,large Number of Reviews
River Bar,42.39568215,-71.0794331,2145,Somerville,MA,$$,3,227,cocktailbars&gastropubs&newamerican,1,Full Bar,1,Garage& Street,1,0,0,Casual,Casual,2,2,1,9,2,4,6,6,1,0.523712044,0.094848175,0.001213086,0.083058493,0.185640092,0.847,0.152,0.054,20,Medium No Reviews
Anthem Kitchen and Bar,42.35976302,-71.05561229,2109,Boston,MA,$$,3.5,430,newamerican&bars,1,Full Bar,1,Garage& Street& Validated,1,1,0,Casual,Casual,2,60,60,60,35,23,60,22,36,0.784381139,0.027996071,0.001473477,0.055009823,0.041994106,0.949,0.38,0.031,20,Meadium to Large Reviews
McCormick & Schmick's Seafood & Steaks,42.3604507,-71.0557034,2109,Boston,MA,$$,2.5,359,seafood&tradamerican&steak,1,Full Bar,1,Street,1,1,0,Touristy,Casual,2,60,52,60,35,23,60,16,35,0.784381139,0.027996071,0.001473477,0.055009823,0.041994106,0.949,0.38,0.031,20,Meadium to Large Reviews
Neptune Oyster,42.36327118,-71.0560576,2113,Boston,MA,$$$,4.5,4389,seafood&bars,1,Beer & Wine Only,0,Street,0,0,0,Casual,Casual,2,54,23,60,30,15,42,15,19,0.83504341,0.006051039,0.001446988,0.022625625,0.033149171,0.976,0.239,0.015,45,Very Popular Resturant
Moonshine 152,42.34133,-71.0569151,2127,Boston,MA,$$,4.5,281,newamerican&asianfusion,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,5,6,6,4,15,4,6,2,0.677337026,0.041812604,0.000977437,0.041133827,0.088186582,0.925,0.188,0.038,20,Medium No Reviews
Antico Forno,42.363801,-71.0556657,2113,Boston,MA,$$,3.5,847,italian&pizza,1,Full Bar,0,Street& Validated,1,1,0,Casual,Casual,3,40,16,60,30,17,35,16,16,0.83504341,0.006051039,0.001446988,0.022625625,0.033149171,0.976,0.239,0.015,20,large Number of Reviews
L'osteria,42.36424148,-71.0556154,2113,Boston,MA,$$,3.5,271,italian&coffee,1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,2,35,12,60,29,17,34,15,13,0.83504341,0.006051039,0.001446988,0.022625625,0.033149171,0.976,0.239,0.015,20,Medium No Reviews
Mother Anna's Restaurant,42.36262049,-71.05563808,2113,Boston,MA,$$,3.5,289,italian,1,Full Bar,1,Garage& Street& Validated,1,1,0,Casual,Casual,2,60,27,60,32,18,42,12,18,0.83504341,0.006051039,0.001446988,0.022625625,0.033149171,0.976,0.239,0.015,20,Medium No Reviews
BOND Restaurant and Lounge,42.35664,-71.05428,2110,Boston,MA,$$$,3,214,lounges&newamerican,1,Full Bar,0,Valet& Garage& Street,0,1,0,Trendy,Dressy,2,60,60,60,37,24,60,22,34,0.696843083,0.018570102,0.000928505,0.043175487,0.032497679,1.016,0.487,0.019,45,Medium No Reviews
Loconte's Italian Cuisine,42.36468,-71.05566,2113,Boston,MA,$$,3.5,274,italian&wine_bars&seafood,1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,2,34,12,57,27,17,29,13,13,0.83504341,0.006051039,0.001446988,0.022625625,0.033149171,0.976,0.239,0.015,20,Medium No Reviews
Sabatino's Italian Kitchen,42.34885,-71.14043,2135,Brighton,MA,$,3.5,190,italian&pizza&sandwiches,1,No,0,Street,1,0,0,Casual,Casual,4,3,6,1,1,5,10,7,16,0.727478464,0.046357132,0.000924709,0.138852387,0.092495255,0.928,0.272,0.037,10,Medium No Reviews
Bamboo Thai Restaurant,42.343273,-71.142808,2135,Brighton,MA,$$,4,351,thai&bars&salad,1,Beer & Wine Only,0,Street& Validated,1,1,0,Casual,Casual,2,6,1,1,19,10,4,1,11,0.727478464,0.046357132,0.000924709,0.138852387,0.092495255,0.928,0.272,0.037,20,Meadium to Large Reviews
Stockyard Restaurant,42.357783,-71.1486165,2135,Brighton,MA,$$$,4,262,bars&seafood&steak,1,Full Bar,1,Private Lot,1,1,0,Casual,Casual,2,6,1,3,1,17,3,4,1,0.727478464,0.046357132,0.000924709,0.138852387,0.092495255,0.928,0.272,0.037,45,Medium No Reviews
Lone Star Taco Bar,42.353849,-71.137078,2134,Allston,MA,$$,4,469,bars&tacos,1,Full Bar,0,Street,1,0,0,Hipster,Casual,2,11,2,10,10,19,8,10,11,0.708347339,0.054509804,0.000952381,0.221512605,0.15697479,0.921,0.292,0.042,20,Meadium to Large Reviews
Barcelona Wine Bar,42.3387152,-71.1389332,2446,Brookline,MA,$$$,4.5,1145,tapasmallplates&spanish&wine_bars,1,Full Bar,1,Street,1,1,0,Trendy,Casual,3,6,2,7,11,6,5,3,15,0.717289175,0.025222404,0.000799653,0.154199847,0.049945024,0.995,0.534,0.029,45,Very Popular Resturant
Lulu's Allston,42.3550647,-71.1341649,2134,Boston,MA,$$,4,395,newamerican&sportsbars,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,11,1,12,14,16,10,10,14,0.708347339,0.054509804,0.000952381,0.221512605,0.15697479,0.921,0.292,0.042,20,Meadium to Large Reviews
The Publick House,42.33941303,-71.13670365,2445,Brookline,MA,$$,4,1132,pubs&tradamerican&belgian,1,Full Bar,1,Street,0,0,0,Casual,Casual,3,6,2,7,10,8,5,3,15,0.721284576,0.033895921,0.00060947,0.136240038,0.050023441,0.996,0.541,0.05,20,Very Popular Resturant
Loui Loui,42.3528499,-71.13262,2134,Allston,MA,$$,4,146,southern&cajun&seafood,1,No,0,Street,1,1,0,Casual& Trendy,Casual,2,17,3,16,20,18,12,11,13,0.708347339,0.054509804,0.000952381,0.221512605,0.15697479,0.921,0.292,0.042,20,Small No Reviews
The Abbey,42.33863,-71.13683,2445,Brookline,MA,$$,4,429,newamerican,1,Full Bar,1,Street,1,0,0,Casual,Casual,2,6,2,7,11,6,4,3,12,0.721284576,0.033895921,0.00060947,0.136240038,0.050023441,0.996,0.541,0.05,20,Meadium to Large Reviews
Oppa Sushi,42.350904,-71.1313152,2134,Boston,MA,$$,4.5,208,sushi&japanese&seafood,1,Beer & Wine Only,0,Garage& Street& Private Lot,1,1,0,Casual,Casual,2,18,4,11,21,12,10,12,11,0.708347339,0.054509804,0.000952381,0.221512605,0.15697479,0.921,0.292,0.042,20,Medium No Reviews
The Washington Square Tavern,42.339123,-71.135212,2445,Brookline,MA,$$,4,286,bars&tradamerican,1,Full Bar,0,Street,0,0,0,Casual,Casual,2,6,2,7,10,6,4,3,9,0.721284576,0.033895921,0.00060947,0.136240038,0.050023441,0.996,0.541,0.05,20,Medium No Reviews
Le's Vietnamese Resturant,42.35313,-71.1313799,2134,Allston,MA,$,4,627,vietnamese&seafood&noodles,1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,2,18,3,15,17,15,10,10,10,0.708347339,0.054509804,0.000952381,0.221512605,0.15697479,0.921,0.292,0.042,10,large Number of Reviews
Carlo's Cucina Italiana,42.3531,-71.13116,2134,Allston,MA,$$,4.5,615,italian&desserts&salad,1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,2,18,3,15,17,16,10,10,12,0.708347339,0.054509804,0.000952381,0.221512605,0.15697479,0.921,0.292,0.042,20,large Number of Reviews
Sakanaya,42.35258178,-71.13035917,2134,Boston,MA,$$,4,128,seafood&japanese&seafoodmarkets,1,No,0,Street,1,0,0,Casual,Casual,4,18,3,13,19,16,9,11,13,0.708347339,0.054509804,0.000952381,0.221512605,0.15697479,0.921,0.292,0.042,20,Small No Reviews
Shiraz Persian Cuisine,42.368427,-71.157173,2472,Watertown,MA,$$,3.5,126,mideastern&persian,1,Full Bar,0,Private Lot,1,1,0,Casual,Casual,4,12,4,4,6,4,4,3,4,0.76009197,0.026106697,0.000727611,0.067056666,0.049302948,0.961,0.311,0.044,20,Small No Reviews
Coolidge Corner Clubhouse,42.3432707,-71.1227847,2446,Brookline,MA,$$,3,405,sportsbars&tradamerican,1,Full Bar,0,Street,1,0,0,Casual,Casual,3,16,13,11,34,5,13,14,16,0.717289175,0.025222404,0.000799653,0.154199847,0.049945024,0.995,0.534,0.029,20,Meadium to Large Reviews
Victoria Seafood Restaurant,42.3520916,-71.1218514,2215,Boston,MA,$$,3.5,280,chinese&seafood,1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,2,10,1,2,14,7,7,12,11,0.674716589,0.039477886,0.001157592,0.206929586,0.084863484,0.982,0.471,0.074,20,Medium No Reviews
Upper Crust Pizzeria,42.34270282,-71.1222742,2446,Brookline,MA,$$,3,323,pizza&italian,1,Beer & Wine Only,0,Street,1,0,0,Casual,Casual,2,14,12,11,34,4,13,14,18,0.717289175,0.025222404,0.000799653,0.154199847,0.049945024,0.995,0.534,0.029,20,Meadium to Large Reviews
Hops N Scotch,42.34227992,-71.12069206,2446,Brookline,MA,$$,3.5,402,bars&newamerican,1,Full Bar,0,Street,1,1,0,Casual,Dressy,2,15,11,9,34,6,12,14,17,0.717289175,0.025222404,0.000799653,0.154199847,0.049945024,0.995,0.534,0.029,20,Meadium to Large Reviews
Henrietta's Table,42.3722373,-71.12330392,2138,Cambridge,MA,$$$,3.5,746,newamerican&breakfast_brunch,1,Full Bar,1,Garage,1,1,0,Casual,Casual,2,19,10,18,9,13,22,9,31,0.663173573,0.060056386,0.001489441,0.143225703,0.059710623,1.001,0.561,0.039,45,large Number of Reviews
Basta Pasta Trattoria,42.36463,-71.11323,2139,Cambridge,MA,$$,4,421,italian&pizza,1,No,0,Street,1,0,0,Casual,Casual,2,4,2,1,2,8,5,1,15,0.568382213,0.133807211,0.001627825,0.155647196,0.082232291,0.957,0.449,0.035,20,Meadium to Large Reviews
Harvest,42.37368421,-71.1220837,2138,Cambridge,MA,$$$,3.5,476,newamerican&seafood&desserts,1,Full Bar,1,Valet& Street,0,1,0,Classy& Upscale,Dressy,2,21,11,20,9,16,24,10,37,0.663173573,0.060056386,0.001489441,0.143225703,0.059710623,1.001,0.561,0.039,45,Meadium to Large Reviews
The Sinclair,42.37404247,-71.12069863,2138,Cambridge,MA,$$,3.5,388,musicvenues&newamerican&tradamerican,1,Full Bar,1,Garage& Street& Private Lot& Validated,1,1,0,Hipster,Casual,2,21,11,24,10,19,26,10,40,0.663173573,0.060056386,0.001489441,0.143225703,0.059710623,1.001,0.561,0.039,20,Meadium to Large Reviews
Border CafÃƒÂ©,42.37427875,-71.12029782,2138,Cambridge,MA,$$,4,1757,tex-mex&cajun&mexican,1,Full Bar,0,Street,1,0,0,Casual,Casual,3,22,11,24,11,20,27,10,41,0.663173573,0.060056386,0.001489441,0.143225703,0.059710623,1.001,0.561,0.039,20,Very Popular Resturant
Grafton Street,42.37223899,-71.11591813,2138,Cambridge,MA,$$,3.5,764,tradamerican&pubs,1,Full Bar,1,Street& Private Lot& Validated,1,1,0,Casual,Casual,2,23,11,20,15,21,28,12,41,0.663173573,0.060056386,0.001489441,0.143225703,0.059710623,1.001,0.561,0.039,20,large Number of Reviews
The Cellar,42.36947,-71.1109199,2138,Cambridge,MA,$$,4,256,newamerican&bars,0,Full Bar,0,Street,1,0,0,Casual,Casual,2,3,6,6,12,16,9,9,26,0.663173573,0.060056386,0.001489441,0.143225703,0.059710623,1.001,0.561,0.039,20,Medium No Reviews
Moody's Falafel Palace,42.36542526,-71.10574898,2139,Cambridge,MA,$,3.5,531,mideastern&falafel&vegetarian,0,No,0,Street,1,0,0,Casual,Casual,2,16,10,14,10,25,13,10,25,0.568382213,0.133807211,0.001627825,0.155647196,0.082232291,0.957,0.449,0.035,10,Meadium to Large Reviews
Rangzen Tibetan Place,42.364167,-71.102964,2139,Cambridge,MA,$$,4,371,asianfusion&bars,1,Beer & Wine Only,0,Street,1,0,0,Casual,Casual,4,17,10,18,9,29,14,10,23,0.568382213,0.133807211,0.001627825,0.155647196,0.082232291,0.957,0.449,0.035,20,Meadium to Large Reviews
ZuZu,42.363774,-71.10144,2139,Cambridge,MA,$$,3.5,300,mediterranean&breakfast_brunch&newamerican,1,Full Bar,1,Street& Validated,1,1,0,Hipster& Casual,Casual,2,17,10,19,9,24,15,9,22,0.568382213,0.133807211,0.001627825,0.155647196,0.082232291,0.957,0.449,0.035,20,Medium No Reviews
City Streets Restaurant,42.386419,-71.20389,2452,Waltham,MA,$$,4,70,sportsbars&tradamerican,1,Full Bar,1,Private Lot,1,1,0,Casual& Intimate,Casual,2,14,1,1,2,4,1,11,2,0.687443599,0.054144644,0.000580121,0.094495295,0.061492845,0.929,0.256,0.037,20,Small No Reviews
The Farm Grill & Rotisserie,42.31575,-71.20979,2459,Newton,MA,$$,4,239,greek&mediterranean,1,Beer & Wine Only,1,Private Lot,1,0,0,Casual,Casual,2,10,2,1,5,16,3,2,7,0.791416131,0.020941323,0.000570185,0.117406179,0.034833091,1.018,0.549,0.038,20,Medium No Reviews
Comella's,42.3492024,-71.2265968,2465,Newton,MA,$$,3.5,120,italian&chicken_wings&pizza,1,Beer & Wine Only,0,Street,1,0,0,Casual,Casual,2,7,3,4,7,9,3,7,7,0.789041096,0.022166874,0.00083022,0.089082607,0.046741386,0.981,0.464,0.035,20,Small No Reviews
Delfino Restaurant,42.28696,-71.12953,2131,Roslindale,MA,$$,4,243,italian,1,Beer & Wine Only,0,Street,0,0,0,Romantic,Casual,2,16,4,3,19,24,5,7,11,0.426254404,0.19262544,0.002490584,0.023903535,0.235026121,0.907,0.214,0.053,20,Medium No Reviews
Tempo,42.36795807,-71.23695374,2453,Waltham,MA,$$$,4,372,bars&tradamerican,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,7,2,13,30,22,4,5,11,0.629182814,0.051895535,0.001314238,0.082156698,0.190935131,0.898,0.22,0.041,45,Meadium to Large Reviews
